,Mails,control
211,"Sadece Bugüne Özel,,Birbirinden özel fırsatlar saat 00.00 - 23.59 arasında,n11 web sitesi ve mobil uygulamasındal,, ,,TIK HIZINDA SEPETTE EK,KUPONLAR İNDİRİMLER,",1
212,"  ,,Evlenecek çiftlerin yorumlarına ihtiyacı var Enes!,,Çiçeği burnunda çiftler düğün planlama sürecinde anlaşacakları firmayı,seçerken büyük ölçüde tecrübeli çiftlerin yorumlarından faydalanıyorlar.,,Anlaştığın firmalara yorum bırakarak,yeni evleceklere yardımcı olmak ister misin?,,Evet, yardım etmek iste,",0
213,"Selam Enes,,,Son 30 günl Büyük Gün ne de çabuk geldi, değil mi? Bu son bir ayı, biraz.,gevşeyerek geçirmeni öneriyoruz. Şimdiye kadar yeterince yoruldun zaten,,Elbette ufak-tefek işlerin de çıkacaktır. Mesela son gelinlik, saç ve makyaj,provalarına gitmek, davetlilerin oturma planını yapmak, balayı bavulu,hazırlamak gibi. Bir de gelin arabanı ayarlamalısın. Tabii, gelin arabasının,üzerine ne yazdıracağın konusu da var. Senin için bazı önerilerimiz olacak.,",0
214,"OTOMOBİLDE GÜVENCE,n11'DE,,Binlerce seçenek arasından en iyi 2. el araçları,sizin için aradık, bulduk, inceledik,,n11 güvencesiyle size sunuyoruz,,Şimdi Satışta!,",0
215,"Tüm detaylar önemli Enes!,,Gelin arabasından çiçekçiye, nikah şekerinden saç ve makyaja; tüm,aradıkların burada,, ,",0
216,"Merhaba Enes,,,Bir haftadır ortalıkta görünmüyorsun,Düğününü planlamayı bırakmadın değil mi?,,İstediğin kategoride, senin için bulduğumuz.,faydalanabilirsin,, ,",1
217,"Merhaba Enes, düğün salonu arayışında olduğunu gördük ve,senin için indirimli firmalar bulduk,,Ücretsiz fiyat teklifi alarak kampanyalardan yararlanabilirsin,,Şehrindeki Kampanyalar Li,,Ankara » Düğün Salonları,Milat Düğün Salonu,,Kampanyayı incele,, ,",1
218,"Bir şanslı çifte,,iPhone XR hediye!,, ,,Son katılım 31 Temmuz,,Tebrikler Enes!,Ücretsiz çekilişe katılmaya hak kazandın,",1
219,"CINEMAXIMUM'DA,ÖĞRENCİ İNDİRİMİ,, ,",1
220," ,,Suzanne Collins'in aynı adlı romanından uyarlanan, aksiyon dolu bilim kurgu serisinin,tüm filmleri şimdi BluTV'de!,,11 Ocak'a kadar harekete geç, ayda 122.90 yerine sadece 9.90'a yıllık üyelik başlat!,",0
221,"papara,,Kahveni yudumla,,Cashback ile,harcadıkça kazan!,Papara Card ile Kahhve.com'dan,,yapacağın alışverişlerine anında,9610 nal,, ,,Kahhve.com'da 9675'e varan Black,Friday indirimleri devam ederken,daha fazla kazanmak için yapman,gereken tek şey, harcamalarında,Papara Card'ını kullanmak.,,Hem.,,  ,, ,,icon,",1
222,"Google,,Yeni cihaz şu hesapta oturum açtı:,,1) infernal.67800©gmail.com,,Google Hesabınızda az önce yeni bir Windows cihazdan oturum açıldı.,Bu e-posta, oturumu açan kişinin siz olduğunuzdan emin olmak için,gönderilmiştir.,",0
223,"i,,Kişiselleştirilmiş gizlilik,önerilerinize bakın,,p,,Merhaba Musa,,,Gizliliğinizle ilgili her şeyin kontrolünüzde,olmasını daha da kolay hale getirmek için,Gizlilik Kontroli,ekledik. Verileri,,   ,,üze kişiselleştirilmiş öneriler,, ,,in ne kadar süre boyunca,kaydedileceğini seçme, konum paylaşımını ulama Etkinliği'ni,kapatmaya karar verme ve diğer işlemler tik,konusunda size yardımcı olacağız. Bunların,,hepsini Gizlilik Kontrolünüzden sağlayacağız.,,Önerilerimi göster,, ,",0
224,"(elmalı,,Daha iyi bir çalışma yöntemi,burada &,,Çalışmaya ve ilerlemeye hemen başlayın!,Merhaba Kerem Boz,,,Öğrenmeye başlamanız, ilerlemeniz ve istediğiniz noktaya daha hızlı şekilde,ulaşmanız için gereken her şeyi size sağlayacağız. Asıl önemli olan ise o ilk adımı,attığınızda Ouizlet yanınızda olması olacak. Başarıya giden adımı atmaya hazır,mısınız? Asıl önemli olan o ilk adımı attığınızda Ouizlet yanınızda olacak,Başarıya giden adımı atmaya hazır mısınız?,",0
225,"71. net,,Merhaba Kerem Boz,,,Sizlerle iletişimimizi sms ve e-mall aracılığı ile sürdürmek istiyoruz. Bunun için onayınıza,ihtiyacımız var.,,Onay Adresi: htt,, ,,psu1/.mp/3i7k59A,Listeden çıkmak isterseniz htips-/.mp/2NR'1NCI adresini kullanarak listeden çıkabilirsiniz.,İyi Günler,,,YDS.NET - AKIN DİL EĞİTİM MERKEZİ,",0
226,"Microsoft hesabı,Parolanız değişti,,(0*****(9hotmail.com adresli Microsoft hesabınızın parolası değiştirildi.,Siz yaptıysanız bu e-postayı görmezden gelebilirsiniz.,Siz yapmadıysanız hesabınızın güvenliği ihlal edilmiş demektir. Lütfen şu adımları uygulayın:,,1. Parolanızı sıfırlayın.,2. Hesabınızı nasıl daha güvenli hale getirebileceği,, ,,ğrenin.,Geri çevirmek veya güvenlik bildirimlerini nereden alacağınızı değiştirmek için buraya tıklayın.,,Teşekkürler,,Microsoft hesap ekibi,",0
227,"Sana Özel Daily Mix: favori şarkılarınla sadece senin için hazırlanan ve,her gün güncellenen çalma listesi,,Çalma listeni denemeye hazır mısın? Spotify'a geri gel ve ücretsiz,olarak dinle.,, ,",1
228,"Her Pazartesi senin için özel,hazırlanmış çalma listesi,,Sevdiğin müziklerden ilham alan yeni derlemeleri, Haftalık Keşifler,çalma listenle keşfet.,,Sana özel hazırlanan bu çalma listesiyle, her Pazartesi yeni favori,şarkıların diline dolansın.,",1
229,"sahibinden.com'a Hoşgeldiniz!,,Merhaba Musa Boz,,Sizi de aramızda görmekten çok mutluyuz. Siz de milyonlarca sahibinden.com üyesi gibi ilan,,verebilir, güvenle alışveriş yapabilir ve konuttan otomobile, cep telefonundan bilgisayara,aradığınız her şeyi bulabilirsiniz.,,Şimdi ne yapmak istersiniz?,",0
230,"Eler,,Bu e-posta adresiyle ilişkili bir hesap zaten,bulunuyor.,,ilgilerinizi unuttuysanız, var olan Steam hesabınızı,iniz ya da yeni bir Steam hesabı oluşturmak için devam,edebilirsiniz.,,  ,",0
231," ,,PİZZAM NERED,,dominos.com.tr'den siparişinin hangi aşamada olduğunu,görebilir, kolayca takip edebilirsin.,,     ,   , , ,,  ,,  ,     ,   , ,,Sipariş Mi,Onaylanıyor Hazırlanıyor Kontrol Ediliyor Yolda,,7) NE) YE ZE,,12:00 12:02 12:05 12:13 12:15 12:30,, ,,         ,,Fiyatlarımız, Domino's Pizza'nın tavsiye ettiği ürün satış fiyatlarıdır.,Et ve Tavuk Ürünlerimiz, Helal Belgeli Etlerden Üretilmiştir.,,görüşülerek yapılan catibus araştırmasında Domino's Pizza en sevilen pizza markası seçil,Araştırmada tesadüfi/kotalı örnekleme uygulanmıştır. Tesadüfi örneklemenin rassallık oranı $626'dır.,, ,, ,",0
232,"BEN,KFC Çim,, ,,HER ANI DOYA DOYA,KUTLAMA KOVASI,,KUTLAMA KOVASI,,  ,    ,,7,7 İS 8,Lİ 70”,,SİPARİŞ VER,",1
233,"30 GÜNLÜK DENEME,SÜRÜMÜNÜ ALIN!,,Elde edecekleriniz:,,- Özel haritalar oluşturabileceğiniz yeni teknoloji,- Hareketli Şerit Kılavuzu,- Apple CarPlay ile uyumluluk,,Tüm özelliklerimiz sorunsuz çalışır, hepsi Beta programımız,ile denenip test edilmiştir.,",0
234,"Şimdi milyonlarca şarkıyı ve podcast'i çalabilirsin. Hepsini,istediğin zaman ve sınırsız şarkı atlama hakkıyla dinle.,Yalnızca sana özel tavsiyeler almak için çalmaya ve,kaydetmeye başla.,,İstediğin şarkıyı çal.,,Premium ile 50 milyondan fazla şarkıyı dinleyebilirsin.,Çevrimdışı olsan bile. Üstelik hepsi kesintisiz.,,İndir ve harekete geç.,,Dilersen 5 farklı cihaza 10.000 şarkı indirebilirsin.,,Bağlan.,,Kusursuz bir dinleme deneyimi için tüm cihazlarını bağla.,Yalnızca Premium'da.,",0
235,"Merhaba MUSA BOZ,,,hesaplieczanem mağazamızdan yapmış olduğunuz #0324854390 numaralı,siparişinizin faturasına aşağıdaki butona tıklayarak ulaşabilirsiniz.,Faturayı Görüntüleyin|,,Sormak istediğiniz tüm sorular için bizimle iletişime geçebilirsiniz.,,İletişime Geçin),",0
236,"Microsoft Learn Kampüs Etkinlikleri,Azure Fundamentals,,Microsoft Learn Student Ambassador Programı kapsamında gerçekleştireceğimiz,teknoloji sohbetlerinin ikincisi olan Microsoft Azure eğitimi ile karşınızdayız.,Eruwib, Aguwib ve MLSA programı ortaklığında gerçekleşecek bu eğitime seni de,bekliyoruz.,,*Etkinlik sertifikalıdır,, ,",0
237,"Merhaba,,SİBER KARİYER Capture the Flag sınavına katılmaya hak kazandınız. Tebrik ederiz!,,CTF 15 Eylül 2020 Saat:20.00'de ctf2020.siberkariyer.online adresinden gerçekleştirilecektir.,,  ,,ÖNEM,1-Online sınav için vermiş olduğunuz e-posta adresiniz hem kullanıcı adınız hem de parolanız olarak belirlenmiştir.,2-CTF Paneline erişip oturum açarak sadece parolanızı değiştiriniz. !!!,,3-Herhangi bir sorun halinde ctf(Osiberkariyer.online <mailto:ctf ©siberkariyer.online> adresine mail yoluyla ulaşabilirsiniz.,, ,,4-Maile alternatifi olarak https://t.me/ctfdestek adresi ile iletişime geçebilirsiniz.,, ,,Sınav Erişim Linki : ctf2020.siberkariyer.online <unsafe:about:blank> Kullanıcı Adınız : e-posta adresiniz Parolanız : e-posta,,adresiniz,,Saygılarımızla.,,LÜTFEN BU E-POSTAYI ALDIĞINIZI TEYİT EDİNİZ!,",0
238,"Network Hacker 0x02 - Ağ Protokollerine,Fısılda /w ©Barknkilic,,MDISEC Cyber Security Community,,Harika haber, MUSA! Network Hacker 0x02 - Ağ Protokollerine Fısılda,/w ©Barknkilic etkinliğine gidiyorsunuz.,",0
239,"Sayılı gün çabuk geçiyor, Yeşilçam 22 Nisan'da sadece BluTV'de başlıyor!,,Huzurlarınızda Yeşilçam'ın ilk fragmanı!,",0
240,"Fransız Devi TARABET Artık Türkiye'de!,Sizde Avrupa'nın En Güvenilir Bahis ve Casino,Sitesine Hemen Üye Olun!,Kazanmaya Başlayın!,",0
241,"500 TL Hoşgeldin Bonusu ve 254 Anlık İade İle Bizde Kaybetmek Yok!,,Papara ile vereceğiniz çekim talepleriniz onaylandıktan sonra Jonaylanma süresi maksimum 15 dk'dır| 30 dakika içerisinde sonuçlanmazsa 5OTL hediye bonusunuzu Canlı destek,hattımızdan talep edebilirsiniz. Çekimden sonraki 24 saat içerisinde bonus talep edilmez ise hakkınız kaybolmaktadır.,,Avrupa'nın En Güvenilir Bahis ve Casino Sitesi VEGABET!,,Papara Minimum Yatırım Tutarımız 20 TL!,Ayrıca 30 Dakika İçerisinde Çekim Garantisi!,,10 TL Deneme Bonusu İle Hemen KAZANMAYA Başlayın!,500 TL Hoşgeldin Bonusu 2594 Casino Anlık İade İle Bizde Kaybetmek Yok!,“25 Papara Yatırım Bonusu,“525 OR Yatırım Bonusu,,Sanal Sporlara Özel Nisan Boyunca,“15 Çevrimsiz İade,,Cepbank Yatırımlarınıza Özel,“e40 Bonus!,,>> Hemen Üye,",1
242,"Adam isimli kullanıcının alıştırmasını düzelt ve İngilizce becerilerini,geliştirmesine yardım et.,,Aynı toplulukta yer aldığın bu arkadaşına yardım et!,",0
243,"Oynasana,Alışverişiniz için teşekkürler!,,İM yada SiteyeGit,, ,,Sipariş Detayları,,Ea 1250 Valorant Points (VP) x 1,1250,,Tutar,Gönderi,,KDV,,Toplam,,SİPARİŞ #X,,54.95TL,,54.95TL,0.00TL,8.38TL,,54.95TL,",1
244," ,,Ankara Sosyal Bilimler Üniversitesi, Siyasal Bilgiler Fakültesi, Ekonomi Bölümünden Arş. Gör. Nilay Yörük ve Arş. Gör. Furkan Tüzün tarafından hazırlanan,“Pandemi Döneminde Üniversite Öğrencilerinin Gözünden Uzaktan Eğitim” başlıklı çalışması kapsamında linkde bulunan anketi doldurmanızı rica,ederiz. https://forms.gle/VdK67XaioovnBiai8,",0
245,"Değerli Kullanıcımız,,,Devam etmekte olduğunuz BIG DATA eğitimi her yönüyle güncellenmiştir.,Eb adı “Büyük Veriye Giriş"" olarak değiştirilmiştir.,,Eğitimin güncel haline BTK Akademi Portaline kullanıcı girişi yaptıktan sonra,Eğitimlerim"" bölümünden ulaşabilirsiniz.,, ,, ,, ,,Sağlıklı günler dileriz.,,Not: Eğitim güncellendiği için tamamlama yüzdelerinde değişiklikler olacaktır.,",0
246,"Tüm Otellerde,Turkcell'lilere Özel,“610 Extra İndirim!,,Kupon kodu:,,OTEL10,",1
247,"Şimdi kendiniz ve,eviniz için,ekstra indirimlerle,yenilenme zamanı!,",1
248,"Anneler,Günü için,,hediye,seçenekleri,sizi bekliyor,",1
249,"Dünyanın dört bir yanına gerçekleştirdiğimiz yolculuklara şimdilik ara,verdik. Umuyoruz ki en kısa zamanda sizinle birlikte dünyayı keşfetmeye,kaldığımız yerden devam edeceğiz. Gökyüzündeki yeni,seyahatlerimizde buluşuncaya dek, evinizde geçirdiğiniz zamanı yeni,keşiflerle zenginleştirmek istiyoruz.,,Miles&Smiles üyesi olarak, tüm dünyadan günlük gazetelerin yanı sıra,spor, kültür-sanat, yemek, otomobil ve moda gibi birçok kategoriden en,prestijli dergilere 2 ay boyunca PressReader uygulaması üzerinden,ücretsiz erişebilirsiniz.,,7.000'den fazla dijital yayına hemen erişim için aşağıdaki butonu,tıklayabilirsiniz.,,Sağlıklı günlerde yeniden görüşmek dileğiyle.,",1
250,"Sosyal Medya Hesaplarımız,,- Resmi sosyal medya hesaplarımız üzerinden e-Devlet Kapısı ile ilgili,çözümlenmesini istediğiniz sorunlarınızı bize iletebilirsiniz.,,- Sosyal medya hesaplarımızı takip ederek e-Devlet Kapısı'nda sunulan,ve yeni açılan hizmetlerden haberdar olabilirsiniz.,,- Soru, görüş ve önerilerinize değer veriyoruz.,",0
251," ,,*) Yaani,",0
252,"Windows 7 desteği sona,İNEN,10 yılın ardından, 14 Ocak 2020 tarihinde Windows 7 desteği sona eriyor. Hazır,,olmanızı istiyoruz ve bu nedenle size hazırlanacak zaman tanımak,için önceden iletişime geçiyoruz,,Destek sonu ne anlama geliyor?,,Windows 7 desteği sona erdiğinde, bilgisayarınız çalışmaya devam edecek ancak,Microsoft artık güvenlik ve yazılım güncelleştirmeleri sunmayacaktır. Windows 7,yüklü bilgisayarınızı sürekli yazılım ve güvenlik güncelleştirmeleri olmadan,kullanabileceksiniz ancak ek bir virüsten koruma yazılımınız olsa bile virüslere ve,kötü amaçlı yazılımlara karşı daha büyük bir risk altında olacaksınız.,,Hazır olmak için ne yapabilirsiniz?,,* Dosyalarınızı ve fotoğraflarınızı yedekleyin,,* Windows 10 hakkında ipuçları alın,,Windows 7 ile size hizmet sunmamıza izin verdiğiniz için teşekkür ederiz. Bu,geçiş sürecinde yardımcı olmaya hazırız.,",0
253,"Ayrıcalıklı özellikler ve depolama alanından yararlanmaya başlayın,,Office 365'i satın aldığınızda, premium OneDrive özelliklerine,,178 OneDrive depolama alanına ve Office'in tüm özelliklerine,de sahip olursunuz,,1TB toplam (1000 GE),Artırılmış üretkenlik,Sorunsuz paylaşım,,Office 2016 Uygulamaları,",0
254,"hepsiburada,,Paketiniz kargoya verildi,,20 Ocak Çarşamba günü belirtiğiniz adrese teslim edilecektir.,,hepsiJET”,,KARGO TAKİP NUMARASI,,0,,Paketinizdeki Ürünler,,|,",0
255,"vestel.com.tr'de,size özel indirim fırsatı!,,Maximum Mobil'den kampanyaya katılarak indirim kodu alın,,seçili ürünlerde size özel “60'a varan indirim fırsatından,yararlanın.,, ,",1
256,"a GiClizfefel Kile Keler Gl,Mil kazanma fırsatı!,,Helal özellikli konaklamada dünya lideri internet sitesi,HalalBooking.com'da harcayacağınız her 1 dolar için 3 Mil,kazanabilirsiniz.,,Ayrıca, 9015 özel indirim ve ücretsiz ayrıcalıklar için HB Loyalty Club,PLATINUM üyeliği 1 yıl boyunca ücretsiz.,,31 Mayıs 2021'e kadar geçerlidir.,",1
257,"5 Mayıs'a kadar biletinizi oluşturun, Türk Hava Yolları'ndan Ramazan'a,özel bilet fırsatlarını kaçırmayın! Hem yurt içinde gerçekleştireceğiniz tek,yön uçuşlarda 179,99 TRY'den başlayan avantajlı fiyatlardan faydalanın,,hem de ayrıcalıklı hizmetlerimiz ve yüksek hijyen standartlarımız ile,güvenle uçun.,",1
258,"“0590'ye varan indirim!,,En sevdiğiniz ile dünyanın dört bir yanına seyahat,planlamanın tam zamanı! 13 Şubat — 16 Şubat tarihleri,arasındaki iki kişiden oluşan biletlemelerinizde Economy,Class'ta 9050'ye varan indirim sizleri bekliyor. Türk Hava,Yolları'na özel esnek bilet ayrıcalığı ile yolculuğunuzu,rahatça planlayabilirsiniz.,",1
259,"Merhaba,,,for man, tr©hotmail.com e-posta adresi ile bağlı Ubisoft hesabınızı uzun,süredir kullanmadığınızı fark ettik.,,Aktif olmayan Ubisoft hesabınızı geçici olarak askıya aldık ve Kullanım,Koşullarımıza göre 30 gün sonra hesabınız kalıcı olarak kapanacaktıi,, ,,Ubisoft hesabınızı korumak istiyorsanız, hesap kapatma işlemini 04.03.2021,tarihine kadar aşağıdaki İptal düğmesini tıklayarak iptal edebilirsiniz.,,Hesap Kapatmayı İptal Et,, ,",0
260,"Değerli TekŞifre kullanıcısı,,,Türk Telekom hizmetlerine giriş yapabilmek için kullandığınız TekŞifre hizmetimizde yaptığımız iyileştirme,doğrultusunda, artık kullanıcı adı olarak cep telefonu numaranızı kullanabileceğinizi belirtmek isteriz.,Kullanıcı adınızı 15.01.2021 tarihine kadar https://teksifre.turktelekom.com.tr adresinden cep telefonu,numaranızla güncellemenizi rica ederiz.,,Belirtilen tarihe kadar güncelleme yapmamanız durumunda, hesabınızı https://teksifre.turktelekom.com.tr,adresinden yeniden oluşturabilirsiniz.,,Bilgilerinize sunarız.,Saygılarımızla,,,Türk Telekomünikasyon A.Ş.,",0
261,"Siparişlerim | Hesabım | Amazon.comir,, ,,Sipariş Onayı,,Sipariş No. 403-9062079-5993960,,Merhaba,,,Siparişiniz için teşekkür ederiz. Ürünleriniz yola çıktığında size haber vereceğiz. Tahmini teslimat tarihiniz.,aşağıda gösterilmiştir. Amazon.com.ir adresindeki Siparişlerim bölümünü ziyaret ederek siparişinizin durumunu,görüntüleyebilirsiniz.,,Varış: Siparişiniz şu adrese gönderilecek,24 Mart Çarşamba MUSA,,” Kocaeli,Teslimat seçeneğiniz: bae,, ,,prime Ekspres Tesli,",0
262,"Çocuklar için Netflix,,Netflix'e hoş gi,kullanabileceği,, ,  ,,! Üyeliğin kapsamında çocuk profillerini de,(or muydun?,,Hem çocukların hem de ailelerinin gözdesi olan çocuk profillerinde, onlar için,özel olarak seçilmiş çocuk dostu karakterler ve içerikler bulunur.,, ,,Çocuk dostu içerikler,e Çocuk profillerinde sadece 12 yaş ve altı çocuklara uygun,dizi ve filmler yer alır.,,Karaktere göre göz atma,o Çocuklar içerikleri en sevdikleri karakterler aracılığıyla,keşfedebilir.,,Kontrol sende,e Ebeveyn kontrollerini kullanarak ayarları çocuklara uygun,şekilde değiştirebilirsin.,",0
263,"worki--ive,,İşverenler için Sosyal Güvenlik Mevzuatı,Uygulamaları,,27 Mart 2021 | 10:00 - 16:00 | Zoom Webinar,,Sosyal Güvenlik Mevzuatı açısından işverenler tarafından yapılan tüm bildirimlerin eksiksiz ve hukuka uygun yapılması,,personel özlük işleri süreçlerinin mevzuat beklentilerine uygun yönetilmesinin sağlanması, Sosyal Güvenlik Mevzuatı,değişikliklerinin vaka üzerinde işlenmesi, oluşabilecek riskler ve idari para cezaları ile birlikte geriye dönük teşvik kayıplarının,, ,,önlenmesi amaçlanmıştır.,,Detaylı Bilgi ve Online Kayıt >>,, ,",0
264,"Genel Müdürler İçin Tek Şemada Şirket,İstihbaratı,,27 Mart 2021 | 09:30 - 13:30 | Zoom Webinar,,Şirket istihbaratı, şirketin karlılığını, varlığını sürdürmesi, yükseltmesi, karşılaşabileceği riskleri en aza veya idare edilebilir,düzeye getirmesi için gereken her türlü bilgidir.,,Genel müdürün şirket “istihbaratını” nasıl organize edip kullandığı da kendisinin çapını ve başarısını gösteren bir ölçüdür.,,Detaylı Bilgi ve Online Kayıt >>,",0
265,"hepsiburada,,Paketiniz kargoya verildi,,20 Ocak Çarşamba günü belirtiğiniz adrese teslim edilecektir.,,emar.,, ,,KARGO TAKİP NUMARASI,,0,,Paketinizdeki Ürünler,,1 İĞ Paslanmaz Çelik Mermi Termos Bardak özelik Kapak 350 mi,",0
266,"<20 yıldır birlikteyiz.,,1BMW 2.160,20 1PHONE 12 20 XIAOMI,20AIRPODS pRg GRANCOUPE (ğine,,77 TY,, ,,Yemeksepeti 20. Yıl Çekilişi,,Çekilişe katılımınız alındı. Çekiliş şartlarına uygun olarak 1 adet çekiliş hakkı kazandınız.,Bu kazandığınız hakla beraber, kampanya süresince kazanmış olduğunuz toplam katılım,hakkınız 1 adet oldu.,,Verdiğiniz minimum 20 TL'lik her sipariş kazanma şansınızı arttıracaktır. Çekiliş,gerçekleştikten sonra hediye kazanan kullanıcılar web sitemiz ve resmi gazete üzerinden,açıklanacaktır. Hediye kazanma koşulları için Yemeksepeti 20. Yıl Çekilişi Katılım,, ,,Koşullarına göz atabilirsiniz.,, ,",1
267,"IŞIĞINDA VAR!,,  ,,M Adaylarımız,,Klasik bir staj dönemi geçirmek yerine aktif olarak projelerde yer,alacağın ve eğitim / gelişim faaliyetlerine katılabileceğin,Staj / Aday Çalışan Programımız StarTeaM seni bekliyor!,, ,,Programa başvurmak için son tarih olan 31 Mart'ı kaçırma ve,vizyonergenc.com sitesi üzerinden ilgili ilanımıza başvurmayı unutma.,Seni de bu takımın bir parçası olarak görmek için sabırsızlanıyoruz,,biliyoruz ki başarı ışığında var!,,Başvuru Tarihleri: 15 Şubat-31 Mart,,  ,,M,,Yy,, ,, ,",0
268,"ŞX.ONB,,FİNANSBANK,,     , ,,IBAN yerine,Kolay Adres'ini e,,iPhone 12 kazanma,şansı yakala! : OŞ,, , ,,31 Mart tarihleri arasında cep telefonu numaranı ya da diğer Kolay Adres bilgilerini,hesabınla eşleştir, hem para transferlerini IBAN göndermene gerek kalmadan kolayca,,tamamla hem de 3 adet iPhone 12'den birini kazanma şansı yakala!,,Detaylı bilgi için tıklayınız.,, ,",1
269," ,,u Udemy,,Merhaba Musa,,,Tebrikler, ""Python : Sıfırdan İleri Seviyeye - Etik Hacker Örnekleriyle” kursu,için bitirme sertifikanızın kilidini açtınız.,",0
270," ,,Bu E-Postayı Vizyoner Genç üzerinden ""Şifre Sıfırlama"" isteğinde,bulunduğunuz için alıyorsunuz.,,Şifre sıfırlama isteğinde bulunmadıysanız, bir işlem yapmanız,gerekmez.,,Vizyoner Genç,",0
271,"Değerli Müşterimiz,,İnternet Arama motorları, Güvenli İnternet Hizmeti ile daha güvenli.,Detaylı bilgi için tıklayın.,,Saygılarımızla,,,Turkcell Superonline,",0
272,"Migros Sanal Market'te,Masterpass'le,,,ilk ödemenizde anında,30 TLindirim kazanın!,, ,,©) mesteoss,",1
273,"Migros Sanal Market'te, Masterpass'e,,ilk kez kaydedilecek CardFinans,Mastercard'ınız ile yapacağınız 200 TL ve,üzeri ilk alışverişinize anında 30 TL indirim!,,Kampanya, 16 Aralık - 31 Aralık tarihlerinde geçerli olacaktır.,,(00880222 0300 (İ cep Şubesi (77 internet Şubesi,, ,, ,",1
274," ,,.,,İzleyerek öğrenin,,Ücretsiz web semineriniz için bugün kayıt olun,",1
275," ,,Tüm dünyada fenomen haline gelen, 8 filmlik serisiyle toplamda 7 milyar doların,üzerinde hasılat elde eden Harıy Potter serisinin tüm filmleri BluTV'de!,",0
276," ,,ONB Finansbank'ta yeni bir dönem başlıyor. Çok yakında IBAN yerine cep telefonu,numarası kullanarak kolaylıkla para transferi yapabileceksiniz!,,Cep telefonu numarası, T.C. kimlik numarası, vergi kimlik numarası gibi kolay,hatırlanabilecek kişisel bilgilerinizi hemen ONB Finansbank hesabınıza “Kolay Adres"",olarak tanımlayın, 7/24 kesintisiz para transferi ile hızınıza hız katın!,,Detaylı bilgi için tıklayınız.,, ,,lay Adre:,tanımlama İçi,, ,, ,",0
277,"Siparişiniz bize ulaşmıştır. Teşekkür,ederiz.,,Siparişinizle veya Yemeksepeti ile ilgili sorularınızı online olarak,cevaplıyoruz.,Yemeksepeti web sitesi veya uygulamaları üzerinden Canlı Yardım ile,müşteri temsilcisine bağlanabilirsiniz.,,Teslimat, iade prosedürü ve siparişiniz ile ilgili diğer sorularınız için S.S.S.,ve İşlem Rehberi sayfamızı ziyaret edebilirsiniz.,",0
278," ,,MODA EV & YAŞAM SÜPERMARKET ELEKTRONİK,, ,,Merhaba,,,743770154 numaralı teslimatını, sana ulaşması için kargoya verdik.,Güzel günlerde kullanmanı dileriz.,,* Siparişinin durumunu görüntülemek,» Adres değişikliği yapmak,* İade talep etmek,,ve daha birçok işlem için Hesabım > Siparişlerim sayfanı kullanabilirsin.,, ,, ,, ,,Eb Kargonu buradan takip edebilirsin.,, ,,) — Kargoya Veriliş Tarihi: 27 Kasım,",0
279,"E,,Yanıtla,,Yanıt vererek sohbete katıl,,Twitter'daki bu popüler videoların çok oynatılmasının bir nedeni vardır.,İnceledikten sonra Yanıtla'ya dokunarak onlarla ilgili sohbete katıl.,",0
280," ,,morhipo,, ,,CardFinans'ınızla , ..,anında 50 TLindirim!,,CardFinans bireysel kredi kartınızla 05-30 Kasım tarihleri,arasında morhipo.com'dan yapacağınız 350 TL ve üzeri,,ilk alışverişinize anında 50 TL indirim! Üstelik peşin CARDFİNANS,,fiyatına 3 veya 6 taksit fırsatıyla! Hayat aldıklarından fazlasıdır,, ,",1
281,"ü,,Retweetle,,Bunları kendine saklayamazsın,,Paylaşmak istediğin bir Tweetle karşılaştığında Retweet simgesine tıklayarak,seni takip eden kişilerin de bunu görmesini sağla. Twitter'daki en popüler,videolardan oluşan koleksiyonumuza göz at ve en beğendi takipçilerine,Retweetle.,,  ,",0
282,"Merhaba Musa,,,Günlük koşuşturmanın ve yoğun programının içine dil,öğrenimini de eklemenin yeri geldiğinde oldukça zorlayıcı,olabileceğini biliyoruz; biz de bu sebeple dil eğitiminde ezber,bozan ve bir Premium özelliği olan Çalışma Planı'nı geliştirdik.,,Peki bu özellik nasıl işliyor:,,1. Sen hedeflerini belirledikten sonra, biz de sana özel bir,dil öğrenme planı oluşturacağız.,,2. Daha sonrasında, günlük işlerine ve programına uyacak,şekilde bir ders programı oluştur.,,3. Hiçbir dersi unutmamak için hatırlatmalar oluştur.,,4. Ve kaydettiğin ilerlemeye göre sürekli olarak,güncellenen tahmini tamamlama tarihini baz alarak,hedeflerini gerçekleştir.,,Başka hiçbir dil öğrenme uygulaması sadece sana özel bir,çalışma programı hazırlamıyor. Şimdi sen de Premium ile,eğitimlerine devam eden öğrenci arkadaşlarına katıl ve kişisel,Çalışma Planı'nı oluştur!,",0
283,"Türk Telekom B,'»,,   ,,Değerli müşterimiz,,,Tek bir kullanıcı adı ve şifre oluşturarak Türk Telekom internet hizmetlerinden yararlanabildiğiniz TekŞifre,kullanıcı adınızı, 15.01.2021 tarihine kadar sistemlerimizde kayıtlı irtibat numaranızı kullanarak,https://teksifre.turktelekom.com.ir adresinden güncellemenizi rica ederiz.,,Belirtilen tarihe kadar güncelleme yapmamanız durumunda, hesabınızı https://teksifre.turktelekom.com.tr,adresinden irtibat numarası bilgilerinizle yeniden oluşturabilirsiniz.,,Bilgilerinize sunarız.,Saygılarımızla,,,Türk Telekomünikasyon A.Ş.,, ,",0
